Sensor Name, Location, Insect Type, Capture Timestamp (UTC), Temperature (C), Humidity (%), Lat, Lng
FS-390, USDA, NOW, 2020-08-16T03:38:12.8730000, 24.60, 95.66, , 
FS-390, USDA, NOW, 2020-08-16T04:07:16.9030000, 24.11, 95.64, , 
FS-390, USDA, NOW, 2020-08-16T13:15:46.2760000, 21.51, 92.53, , 
FS-390, USDA, NOW, 2020-08-17T12:29:46.0090000, 21.54, 77.76, , 
FS-390, USDA, NOW, 2020-08-17T12:33:02.2900000, 21.45, 75.49, , 
FS-390, USDA, NOW, 2020-08-26T13:58:30.6820000, 19.97, 86.18, , 
FS-390, USDA, NOW, 2020-09-04T10:40:29.2840000, 16.70, 87.80, , 
FS-390, USDA, NOW, 2020-09-04T11:38:33.5340000, 15.83, 90.93, , 
FS-390, USDA, NOW, 2020-09-04T11:41:25.0430000, 15.77, 90.70, , 
FS-390, USDA, NOW, 2020-09-04T11:43:40.0460000, 15.70, 90.61, , 
FS-390, USDA, NOW, 2020-09-04T11:52:27.8010000, 15.53, 90.43, , 
FS-390, USDA, NOW, 2020-09-07T11:54:18.6050000, 17.91, 85.82, , 
FS-390, USDA, NOW, 2020-09-17T10:36:40.8940000, 14.39, 89.50, , 
FS-390, USDA, NOW, 2020-09-17T10:43:15.1430000, 14.36, 89.88, , 
FS-390, USDA, NOW, 2020-09-17T12:58:47.6410000, 14.20, 90.39, , 
FS-390, USDA, NOW, 2020-09-17T13:23:37.0540000, 13.94, 91.41, , 
FS-390, USDA, NOW, 2020-09-17T13:26:40.3060000, 13.95, 91.16, , 
FS-390, USDA, NOW, 2020-09-19T09:37:47.6930000, 16.01, 78.85, , 
FS-390, USDA, NOW, 2020-09-19T09:39:52.1130000, 15.91, 78.86, , 
FS-390, USDA, NOW, 2020-09-19T09:42:23.6200000, 15.81, 79.59, , 
FS-390, USDA, NOW, 2020-09-20T07:48:37.6870000, 12.63, 84.75, , 
FS-390, USDA, NOW, 2020-09-20T08:03:58.9370000, 12.47, 83.91, , 
FS-390, USDA, NOW, 2020-09-20T08:08:23.1890000, 12.46, 84.07, , 
FS-390, USDA, NOW, 2020-09-20T10:40:17.2170000, 12.98, 83.34, , 
FS-390, USDA, NOW, 2020-09-21T09:43:33.0610000, 15.75, 80.48, , 
FS-390, USDA, NOW, 2020-09-21T12:26:35.6190000, 13.95, 87.27, , 
FS-390, USDA, NOW, 2020-09-22T10:22:13.3120000, 14.24, 83.75, , 
FS-390, USDA, NOW, 2020-09-22T10:30:04.0660000, 14.21, 81.70, , 
FS-390, USDA, NOW, 2020-09-22T10:38:19.3170000, 14.15, 80.37, , 
FS-390, USDA, NOW, 2020-09-23T10:09:21.2780000, 13.44, 74.71, , 
FS-390, USDA, NOW, 2020-09-23T10:34:54.1950000, 13.01, 80.70, , 
FS-390, USDA, NOW, 2020-09-23T11:33:26.7610000, 12.00, 85.07, , 
FS-390, USDA, NOW, 2020-10-15T04:41:43.5590000, 17.18, 71.35, , 
FS-390, USDA, NOW, 2020-10-15T08:44:26.5540000, 14.54, 78.44, , 
FS-390, USDA, NOW, 2020-10-19T11:16:27.9140000, 13.83, 69.55, , 
FS-390, USDA, NOW, 2020-10-19T11:20:19.2400000, 13.91, 69.46, , 
FS-390, USDA, NOW, 2020-10-26T07:14:20.6000000, 10.24, 70.86, , 
FS-390, USDA, NOW, 2020-10-26T07:16:49.1130000, 10.05, 70.70, , 
FS-392, USDA, NOW, 2020-07-07T13:07:09.7890000, 12.15, 77.95, , 
FS-392, USDA, NOW, 2020-07-07T13:09:41.3860000, 12.75, 75.63, , 
FS-392, USDA, NOW, 2020-07-07T13:12:51.3240000, 13.02, 73.78, , 
FS-392, USDA, NOW, 2020-07-07T13:15:55.0430000, 13.62, 71.37, , 
FS-392, USDA, NOW, 2020-07-07T13:18:16.7200000, 14.15, 69.28, , 
FS-392, USDA, NOW, 2020-07-07T13:20:41.1250000, 14.98, 65.35, , 
FS-392, USDA, NOW, 2020-07-07T13:23:49.3630000, 16.29, 60.03, , 
FS-392, USDA, NOW, 2020-07-07T13:29:24.8140000, 16.91, 56.83, , 
FS-392, USDA, NOW, 2020-07-07T13:31:43.0100000, 17.67, 54.30, , 
FS-392, USDA, NOW, 2020-07-08T12:59:18.9840000, 14.12, 80.10, , 
FS-392, USDA, NOW, 2020-07-08T13:06:08.5570000, 15.07, 77.17, , 
FS-392, USDA, NOW, 2020-07-08T13:13:35.3500000, 16.26, 72.95, , 
FS-392, USDA, NOW, 2020-07-08T13:16:58.6440000, 17.14, 70.05, , 
FS-392, USDA, NOW, 2020-07-08T13:22:47.7290000, 18.73, 65.25, , 
FS-392, USDA, NOW, 2020-07-09T13:01:37.8650000, 16.74, 67.96, , 
FS-392, USDA, NOW, 2020-07-09T13:04:19.5850000, 16.76, 69.11, , 
FS-392, USDA, NOW, 2020-07-09T13:18:52.4300000, 18.78, 63.77, , 
FS-392, USDA, NOW, 2020-07-09T13:25:14.3340000, 20.22, 59.43, , 
FS-392, USDA, NOW, 2020-07-09T13:29:39.8960000, 21.69, 55.61, , 
FS-392, USDA, NOW, 2020-07-09T13:32:08.8680000, 22.46, 53.32, , 
FS-392, USDA, NOW, 2020-07-09T13:37:05.2020000, 22.93, 52.23, , 
FS-392, USDA, NOW, 2020-07-09T13:42:10.7950000, 23.86, 49.77, , 
FS-392, USDA, NOW, 2020-07-09T13:51:12.6630000, 26.14, 46.18, , 
FS-392, USDA, NOW, 2020-07-10T13:05:12.6220000, 15.02, 76.74, , 
FS-392, USDA, NOW, 2020-07-10T13:11:21.4040000, 15.75, 73.97, , 
FS-392, USDA, NOW, 2020-07-10T13:26:03.4100000, 18.04, 66.38, , 
FS-392, USDA, NOW, 2020-07-11T13:19:39.5010000, 17.23, 75.13, , 
FS-392, USDA, NOW, 2020-07-11T13:31:26.0870000, 19.42, 67.08, , 
FS-392, USDA, NOW, 2020-07-11T13:33:34.0970000, 19.84, 65.79, , 
FS-392, USDA, NOW, 2020-07-11T13:36:36.6100000, 20.35, 64.42, , 
FS-392, USDA, NOW, 2020-07-11T13:45:00.7820000, 21.97, 61.06, , 
FS-392, USDA, NOW, 2020-07-11T13:47:27.0460000, 22.60, 59.21, , 
FS-392, USDA, NOW, 2020-07-12T13:23:12.5600000, 20.26, 60.15, , 
FS-392, USDA, NOW, 2020-07-12T13:25:17.0740000, 20.73, 59.48, , 
FS-392, USDA, NOW, 2020-07-12T13:28:06.0870000, 21.43, 56.94, , 
FS-392, USDA, NOW, 2020-07-12T13:34:53.6300000, 22.87, 53.04, , 
FS-392, USDA, NOW, 2020-07-12T13:52:10.8750000, 25.38, 50.62, , 
FS-392, USDA, NOW, 2020-07-13T13:21:00.6540000, 18.22, 65.84, , 
FS-392, USDA, NOW, 2020-07-13T13:24:04.4340000, 18.83, 64.32, , 
FS-392, USDA, NOW, 2020-07-13T13:26:16.4580000, 19.26, 63.64, , 
FS-392, USDA, NOW, 2020-07-13T13:29:42.2680000, 19.95, 61.37, , 
FS-392, USDA, NOW, 2020-07-13T13:33:16.5250000, 20.75, 57.74, , 
FS-392, USDA, NOW, 2020-07-13T13:35:47.5400000, 21.10, 58.47, , 
FS-392, USDA, NOW, 2020-07-13T13:39:28.7300000, 21.75, 56.91, , 
FS-392, USDA, NOW, 2020-07-14T13:20:45.4780000, 15.75, 77.76, , 
FS-392, USDA, NOW, 2020-07-14T13:28:24.5620000, 16.64, 76.06, , 
FS-392, USDA, NOW, 2020-07-14T13:33:40.3610000, 17.25, 73.80, , 
FS-392, USDA, NOW, 2020-07-14T13:35:52.6390000, 17.49, 72.57, , 
FS-392, USDA, NOW, 2020-07-14T13:38:04.4420000, 17.79, 72.79, , 
FS-392, USDA, NOW, 2020-07-14T13:44:28.6510000, 18.69, 70.63, , 
FS-392, USDA, NOW, 2020-07-14T13:50:16.3260000, 19.92, 56.81, , 
FS-392, USDA, NOW, 2020-07-14T13:55:04.0050000, 20.90, 54.21, , 
FS-392, USDA, NOW, 2020-07-15T13:20:49.5040000, 15.58, 79.43, , 
FS-392, USDA, NOW, 2020-07-15T13:23:14.4130000, 16.17, 77.54, , 
FS-392, USDA, NOW, 2020-07-15T13:27:09.0170000, 17.12, 74.76, , 
FS-392, USDA, NOW, 2020-07-15T13:29:33.3370000, 17.76, 72.57, , 
FS-392, USDA, NOW, 2020-07-15T13:33:03.0010000, 18.73, 70.01, , 
FS-392, USDA, NOW, 2020-07-15T13:38:33.0360000, 20.01, 65.83, , 
FS-392, USDA, NOW, 2020-07-15T13:44:45.8400000, 21.15, 63.42, , 
FS-392, USDA, NOW, 2020-07-15T13:52:44.5050000, 23.07, 58.45, , 
FS-392, USDA, NOW, 2020-07-15T13:55:32.2740000, 23.63, 57.50, , 
FS-392, USDA, NOW, 2020-07-15T13:58:07.7190000, 24.10, 55.56, , 
FS-392, USDA, NOW, 2020-07-16T13:20:38.4930000, 17.87, 83.89, , 
FS-392, USDA, NOW, 2020-07-16T13:24:20.9220000, 18.62, 81.22, , 
FS-392, USDA, NOW, 2020-07-17T13:32:21.8570000, 20.66, 69.83, , 
FS-392, USDA, NOW, 2020-07-18T13:23:10.0720000, 16.75, 83.57, , 
FS-392, USDA, NOW, 2020-07-19T13:23:13.4150000, 17.29, 83.37, , 
FS-392, USDA, NOW, 2020-07-19T13:51:23.0720000, 23.63, 61.74, , 
FS-392, USDA, NOW, 2020-07-20T13:23:29.9660000, 17.60, 85.51, , 
FS-392, USDA, NOW, 2020-07-20T13:32:22.7790000, 19.50, 78.90, , 
FS-392, USDA, NOW, 2020-07-21T13:27:56.5690000, 17.30, 82.81, , 
FS-392, USDA, NOW, 2020-07-21T13:30:50.9230000, 18.21, 77.45, , 
FS-392, USDA, NOW, 2020-07-21T13:36:09.1820000, 18.80, 75.01, , 
FS-392, USDA, NOW, 2020-07-23T13:34:14.2810000, 17.49, 79.25, , 
FS-392, USDA, NOW, 2020-07-23T13:52:26.6050000, 21.50, 63.46, , 
FS-392, USDA, NOW, 2020-07-24T13:37:36.6400000, 19.67, 72.01, , 
FS-392, USDA, NOW, 2020-07-25T13:28:39.2070000, 17.50, 78.05, , 
